::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
::1 - - [17/Oct/2019:19:15:54 +0000] "GET /alunos/3 HTTP/1.1" 304 -
